"t","timedate","Ph","YTi","VAHU","TAHU","Ta","Ps","Vw","YTi_FF"
1970,2023-07-14 16:10:00,0.0120849609375,20.0949993133545,1.741,22.6200008392334,15.9,77,3.9,18.6575002670288
1971,2023-07-14 16:20:00,0.0238037109375,20.2399997711182,1.74,22.6850004196167,16,50,0,18.5550003051758
1972,2023-07-14 16:30:00,0.0120849609375,20.1599998474121,1.7395,22.75,15.9,57,0,18.4899997711182
1973,2023-07-14 16:40:00,0.0179443359375,20.3275003433228,1.737,22.75,16,72,0,18.5275001525879
1974,2023-07-14 16:50:00,0.0120849609375,20.2224998474121,1.739,22.75,16.2,66,0,18.8049993515015
1975,2023-07-14 17:00:00,0.024169921875,20.2524995803833,0.8575,22.8100004196167,16.3,44,0,18.6525001525879
1976,2023-07-14 17:10:00,0.0120849609375,20.125,0.87,22.8700008392334,16.3,79,0,18.5500001907349
1977,2023-07-14 17:20:00,0.0179443359375,19.9800004959106,0.868,22.8700008392334,16.3,123,0,18.5375003814697
1978,2023-07-14 17:30:00,0.0120849609375,19.8424997329712,0.8715,22.8700008392334,16.3,134,0,18.5349998474121
1979,2023-07-14 17:40:00,0.0238037109375,19.9700002670288,0.8685,22.8700008392334,16.4,42,0,18.5100002288818
1980,2023-07-14 17:50:00,0.0120849609375,19.9075002670288,0.869,22.8700008392334,16.4,45,0,18.5150003433228
1981,2023-07-14 18:00:00,0.0179443359375,19.9449996948242,0,23.125,16.5,34,0,18.4575004577637
1982,2023-07-14 18:10:00,0.0120849609375,20.0924997329712,0,23.3100004196167,16.5,52,0,18.6750001907349
1983,2023-07-14 18:20:00,0.0238037109375,19.9949998855591,0,23.4350004196167,16.7,100,5,18.5450000762939
1984,2023-07-14 18:30:00,0.0179443359375,20.1174993515015,0,23.5,16.7,83,4.7,18.897500038147
1985,2023-07-14 18:40:00,0.0120849609375,20.0950002670288,0,23.5600004196167,16.8,73,0,18.5725002288818
1986,2023-07-14 18:50:00,0.0179443359375,20.0075006484985,0,23.6200008392334,16.8,43,0,18.9724998474121
1987,2023-07-14 19:00:00,0.024169921875,20.210000038147,0,23.6200008392334,16.8,56,0,18.6574993133545
1988,2023-07-14 19:10:00,0.0120849609375,20.2074995040894,0,23.75,16.8,36,0,18.8575000762939
1989,2023-07-14 19:20:00,0.0179443359375,20.2200002670288,0,23.75,16.9,35,0,18.7450008392334
1990,2023-07-14 19:30:00,0.0120849609375,20.3875007629395,0,23.75,16.9,28,0,18.7174997329712
1991,2023-07-14 19:40:00,0.0238037109375,20.5275001525879,0,23.75,17,25,0,18.6875
1992,2023-07-14 19:50:00,0.0120849609375,20.5475006103516,0,23.8700008392334,17.1,33,0,18.8899993896484
1993,2023-07-14 20:00:00,0.0179443359375,20.7875003814697,0,23.8700008392334,17.1,26,0,18.9525003433228
1994,2023-07-14 20:10:00,0.0120849609375,20.8400001525879,0,23.8700008392334,17.2,16,0,19.0375003814697
1995,2023-07-14 20:20:00,0.024169921875,21.0900001525879,0,23.8700008392334,17.3,16,1.7,19.147500038147
1996,2023-07-14 20:30:00,0.0120849609375,20.8549995422363,0,23.8700008392334,17.5,10,4.2,19.164999961853
1997,2023-07-14 20:40:00,0.0179443359375,21.0824995040894,0,24,17.6,9,3.8,19.2024993896484
1998,2023-07-14 20:50:00,0.01171875,21.147500038147,0,24,17.8,8,3.9,19.1799993515015
1999,2023-07-14 21:00:00,0.024169921875,21.2324991226196,0,24,17.9,10,2.7,19.2950000762939
2000,2023-07-14 21:10:00,0.01171875,21.2775001525879,0,24,18,4,0,19.25
2001,2023-07-14 21:20:00,0.0120849609375,21.1499996185303,0,24,18.1,1,0,19.2550001144409
2002,2023-07-14 21:30:00,0.0120849609375,21.1150007247925,0,24,18.3,2,0,19.352499961853
2003,2023-07-14 21:40:00,0.0238037109375,21.1525001525879,0,24,18.3,1,0,19.2250003814697
2004,2023-07-14 21:50:00,0.0120849609375,21.1324996948242,0,24,18.4,1,0,19.4399995803833
2005,2023-07-14 22:00:00,0.0179443359375,21.164999961853,0,24,18.4,2,0,19.3024997711182
2006,2023-07-14 22:10:00,0.0120849609375,21.1599998474121,0,24,18.2,2,0,19.4175004959106
2007,2023-07-14 22:20:00,0.024169921875,21.2150001525879,0,24,18,3,0,19.5450000762939
2008,2023-07-14 22:30:00,0.0120849609375,21.1224994659424,0,24,17.6,2,2.2,19.272500038147
2009,2023-07-14 22:40:00,0.0179443359375,21.0275001525879,0,24,17.1,2,3.9,19.2349996566772
2010,2023-07-14 22:50:00,0.005859375,21.0524997711182,0,24,16.9,2,3.4,19.1324996948242
2011,2023-07-14 23:00:00,0.0238037109375,21,0,24,16.6,2,3.4,19.1525001525879
2012,2023-07-14 23:10:00,0.0120849609375,20.9575004577637,0,24,16.4,1,3.6,18.9025001525879
2013,2023-07-14 23:20:00,0.0179443359375,20.8625001907349,0,24,16.4,2,3.1,18.9525003433228
2014,2023-07-14 23:30:00,0.0120849609375,20.9375,0,24,16.2,1,2.8,18.897500038147
2015,2023-07-14 23:40:00,0.0179443359375,20.8125,0,24,16,1,3.4,18.9125003814697
2016,2023-07-14 23:50:00,0.0120849609375,20.8624992370605,0,24,15.9,2,3.3,18.7325000762939
2017,2023-07-15 00:00:00,0.0179443359375,20.7624998092651,0,24,15.8,2,2.9,18.6400003433228
2018,2023-07-15 00:10:00,0.01171875,20.7199993133545,0,24,15.7,2,2.7,18.4450006484985
2019,2023-07-15 00:20:00,0.0245361328125,20.7874994277954,0,24,15.6,2,3,18.3424997329712
2020,2023-07-15 00:30:00,0.01171875,20.852499961853,0,24,15.5,2,2.8,18.4000005722046
2021,2023-07-15 00:40:00,0.018310546875,20.727499961853,0,24,15.5,1,3,18.4724998474121
2022,2023-07-15 00:50:00,0.01171875,20.7449998855591,0,24,15.6,1,3,18.3824996948242
2023,2023-07-15 01:00:00,0.0238037109375,20.6274995803833,0,24,15.6,1,3.2,18.3949995040894
2024,2023-07-15 01:10:00,0.0120849609375,20.602499961853,0,24,15.6,1,3.1,18.2225008010864
2025,2023-07-15 01:20:00,0.0179443359375,20.4000005722046,0,24,15.6,1,3.5,18.3149995803833
2026,2023-07-15 01:30:00,0.0120849609375,20.5725002288818,0,24,15.6,2,3.4,18.2299995422363
2027,2023-07-15 01:40:00,0.024169921875,20.3774995803833,0,24,15.6,1,0.6,18.164999961853
2028,2023-07-15 01:50:00,0.0120849609375,20.3149995803833,0,24,15.6,1,0,18.0524997711182
2029,2023-07-15 02:00:00,0.0179443359375,20.3150005340576,0,24,15.6,2,0,18.164999961853
2030,2023-07-15 02:10:00,0.0120849609375,20.4925003051758,0,24,15.5,1,0,18.2425003051758
2031,2023-07-15 02:20:00,0.0179443359375,20.2875003814697,0,24,15.5,2,0,18.1275005340576
